GrantIDs	Counter
R01 MH072802	8
R25 MH060482-08	1
F32 MH082562-01A1	1
T32 MH19126-19	1
T32 MH019126	2
MH072802	4
T32 MH020006	2
R01 MH072802-04	2
R25 MH060482	2
F32 MH082562	2
T32 MH019552	2
T32 MH19552-11	1
U.1061.00.004(79472)	1
MC_U106179473	5
068049	1
076467/Z/05/Z	5
G0401527(74922)	1
U.1061.00.001   (79471)	1
73437	1
079996	3
MC_U106179472	28
R01 HD061821-03	1
R01 HD041163-02	1
R01 HD061821-02	1
R01 HD061821-01	1
R01 HD041163	1
R01 HD041163-04	1
R01 HD061821	1
R01 HD041163-03	1
R01 HD041163-05	1
R01 HD003438	1
R01 HD041163-01	1
R01 DC010215	2
R01 DC010215-01	1
GM053275-14	2
R01 GM053275	7
U01 DK062432-06	1
DK43351	1
DK 46763	1
P50 AG16570	3
P30 AG19610	6
P30-AG13846	3
P50-AG08671	2
U01HL084744	3
AG016570	2
R01 LM005639-10	1
R01 AG040060	8
EB01651	2
P30 AG010129-13	3
R01 HD050735-04	1
P50 AG016570-07	2
R21 RR019771-02	1
R01 EB007813-04	1
F31 MH087061-02	1
EB007813	2
R21 RR019771	2
R01 LM005639	2
K01 AG030514-04	3
EB008432	3
RR019771	2
R01 EB008281-14	1
U01 AG024904-07	2
EB008281	3
LM05639	2
R01 EB008432-03	1
5U01CA098233-04	1
R01 HL060894-02	1
R01 HL061019-02	1
R01 HL060919-02	1
R01 HL060944-02	1
U01 HG004423-02S2	1
U01 HG004423-02	1
U01 HG004423-02S1	1
CA33601	2
U10 CA031946	3
U10 CA033601	4
GM61390	3
GM61393	1
U01 GM061390	11
U19 GM061390	11
P01 CA142538	4
T32 GM007175	4
CA31946	2
R03AI076729	1
R03 AI076729	1
P20 RR015577	1
P20-RR015577	1
P30 AG028377-03	1
MH001760	1
MH065580	1
MH074543	1
R01 HL080467-01	3
R01 CA047988-16	4
K08 HL076443-04	1
K08 HL076443-03	1
R01 CA047988-13	4
R01 CA047988-17	4
R01 CA047988-11	4
R01 HL080467-03	3
R01 HL080467-02	3
R01 CA047988-15	4
K08 HL076443-01	1
R01 CA047988-09	4
K08 HL076443-05	1
R01 CA047988-14	3
K08 HL076443-02	1
R01 CA047988-10	4
R01 HL043851-10	9
R01 CA047988-18	3
R01 CA047988-12	4
098017	27
MC_U105260558	1
097117	10
RP-PG-0310-1002	6
R01 DK093757	38
U01 HG007416	21
T32 GM074905	5
MR/K006584/1	35
G1002084	13
14136	56
G0000934(68341)	3
G9521010(63660)	3
MC_U105161047	1
U.1475.00.002.00001.01 (85824)	1
G9828345	2
MC_U147585824	18
CA40046	2
HD0433871	2
R21 CA129045	3
R03 CA110836	2
U58 DP000807	9
263-MQ-417755	2
CA55727	2
N01PC35139	4
CA58839	1
U24 CA055727	10
P01 CA040046	3
1U58DP000807-01	2
CA110836	1
CA129045	2
N01PC35136	1
C490/A10124	16
C588/A10589	5
R01 CA074415	5
G0900747 91070	3
R01CA74415	3
CA8197/A10865	1
ZIA CP010180-11	1
MC_EX_G0801669	2
MC_U137686853	2
RE/08/004	2
K23 MH085057	6
G0802462	13
NS40024-07S1	3
MH085057	3
NS16648-29S1	3
MH079489	4
MH073250	2
Z01 AG000932	3
Z01 AG000932-02	2
MR/J006742/1	8
R01 DK084149	5
075491/Z/04/Z	1
NS19142	2
R01 NS049477-06A1	1
R01 NS049510	3
898	2
K01 TW009996	1
NS049510	2
G0400017	2
NS43559	2
K23N/S048869	1
C06 RR020092	2
R01 CA104021	5
084702	1
CA104021	3
G0700061	2
RR024992	2
RR020092	2
CA154643-01A1	1
CA148690	3
R01 CA148690	5
R01 CA154643	8
K08 CA134919	5
1K08CA134919	1
HHSN261201000026C	6
R01 AG030612	1
R01AG030612	2
P30 CA015704	34
Z01 CP010132-12	1
R01 CA098661	8
N01CO12400	10
R01 CA114205	1
R01 CA052689	10
C06 RR013556	7
R01 DK080457	6
DK080457	2
K12 HD001097	1
K12HD01097	1
MH60879	3
MH59571	3
R01MH068922	1
R01 MH068881	2
MH61675	3
MH67257	3
R01MH068881	1
R01MH068921	1
R01 MH068922	1
R01 MH062276	2
R01MH062276	1
R01 MH068921	2
MH59588	3
G1000718	7
R01 CA122838-01A2	1
R03 CA128080-02	1
R01 CA122838	10
CA128080	2
R03 CA128080	2
CA122838	8
HD50735	2
G0501573	4
G0900635	7
ES014469	1
G1100695	7
MC_G1000733	9
NS050641	1
R01 NS050641	1
R01 ES014469	1
Z01 AG000949-02	7
N01 HG065403	4
U01 HG006513	8
Z01 HG000024-14	5
GM057091	1
P50NS072187	4
P50 NS072187-01	1
R37 AG011762-17	1
R01 NS057567-04	1
R01 MH057881-13	1
U01 HG004608-04	1
K01 MH077930	2
K01 MH077930-05	1
1RC2NS070276	2
R01 NS057567	2
P50 NS72187	2
D1A RH00025	1
R37 AG 11762	1
MH077930	2
NS057567	1
U01 HG004603-01	1
G0701441	4
P01 AG17216	1
G0700943	9
R37 AG011762	1
P50 NS072187	9
U01HG004608	3
RC2 NS070276-02S1	1
P01 AG017216-05	1
RC2 NS070276	2
MH057881	4
U01HG004603	2
G0501560(76517)	1
P50 NS038377	6
G0501560	2
R01 PAS-03-092	1
U01 HG004608	18
085541/Z/08/Z	3
098395	7
WT088431MA	2
U22 PS000476	2
1R01HD056465-01A1	2
HC-85083	2
HC-85086	2
R01 HL071862	6
U01 HL-069757	1
HC-85085	2
HC-85082	2
U01 HL084689	2
N01HV48195	1
N01-HV-48195	1
HC-85084	2
R01 HL-071862	3
HC-85080	2
HC-85081	2
CA-40360	1
CA-34944	2
P50 CA090381	1
HL-26490	2
R01 HL034595	5
R01 HL026490	5
T32 CA009001	8
R01 CA040360	5
R01 CA097193	8
HL-34595	2
R01 CA129435	1
T32 CA009001-34	1
CA-55075	1
P50 CA090381-08	1
CA-097193	1
R01 CA034944	5
U54 DK083908	2
AG08671	1
P50 NS053488	5
AG005136	2
NS53488	1
NS044233	1
R01 NS044266	2
75480	1
AG05146	1
R01 AG015116	1
AG16573	1
AG05138	1
AG10124	1
AG005681	1
NS44266	1
AG19610	1
NS15655	1
019724	1
AG15116	1
AG12300	1
AG03991	1
AG005131	1
AG16570	2
NS038372	1
AG13846	1
AG02219	1
P50 AG005136-27	1
G0301152	2
P01 NS015655	1
R01 AG018440	1
AG05133	3
AG008017	1
AG17586	1
R37 AG018440	1
AG010133	1
P50 NS038372	2
AG033101	1
AG18440	1
AG16582	1
R01 NS065782	3
AG10161	1
AG13854	1
P01 NS044233	1
AG08702	1
AG16574	1
AG010129	2
G9724461	1
P30 AG010124-14	1
AG05134	1
AG05142	1
AG028377	1
AG5131	1
P01 AG017586-109001	1
R01 MH062873-03	2
R01 MH062873-05S1	2
R13 MH059126-10	2
U01 MH085518-01	2
R01 MH062873-04	2
R01 MH081803-01	1
R13 MH059126	8
R13MH059126	6
U01MH085518	5
R01 MH062873-01A1	2
R01 MH062873-02	2
UL1 TR000150	16
R01 CA092447	22
R21 DA027331	2
U01 DA020830	6
R01 AG019726	2
AG019726	3
AG019085	3
R01 HL103866	14
1UL1RR024989	2
P20 HL113452	7
UL1 TR000439	21
P50 HL081011	1
R01 AA017748	1
AA017748	1
Z01 HG000024-13	2
N01 AG012109	9
R01 CA144034-02	1
R37 CA70837	3
R01 CA80205	4
R01 CA144034	15
ZIA CP000112-05	1
R35 CA053890	4
N02-CP-11010	1
N02-SC-66211	1
R01 CA080205-10	1
HHSN261200477001C	2
ZIA CP000185-05	1
N02CP11010	3
N01-SC-91030	1
R01 CA055069	4
R01 CA82729	3
R01 CA080205	5
5 T32 CA09001-35	2
R01 CA131218	1
R01 AR042455	1
P20-RR-020143-06	1
N01-AR-62277	1
R37-AI-024717-21	1
N01AR42271	1
R01-DE-018209-01A1	1
P01-AI-083194-01	1
R01 DE018209	4
AR-42455	1
U19 AI082714	7
P30 GM103510	6
R37 AR042455	1
P01-AR-049084-07	1
R01-AR-042460-15	1
N01 AR042220	1
U19-AI-082714-01	1
G9805989	1
084730	6
G0400126	9
R01 AR045584-12	1
P30 AR057212-04	1
P30 AR057212-02	1
P30AR057212	1
P30 AR057212	2
R01 AR045584-11	1
P30 AR057212-03	1
R01AR045584	1
P30 AR057212-01	1
R01 AR045584-10	1
R01AR056292	2
AG]916413	1
U01-HG004402	7
R01 HL101161	3
R01-AG29451	1
UL1-RR-024156	5
R01 MH086498	1
R01-HL087641	7
R01 HL093029	26
ZIA AG000197-03	3
R01-HL70825	2
R01 AG029451	8
N01]AG]821336	1
R01-HL093029	7
ZIA AG000197-04	3
K08AG34290	3
P30 AG021332	2
MH066673	2
075491/Z/04	14
HD035469	1
NS026630	2
MH55284	3
HD055782	3
G0601030	5
HD055748	1
MH66766	2
MH52708	3
AS7569	1
NS042165	3
MH06359	2
R01 MH094400	2
A10710	1
R01 HD034243	5
U01 HG004415	11
HG004415	1
HD34243	1
HD34242	1
R01 CA141688	4
R01 HD034242	5
CA141688	1
R01 DK067459	2
R01 DK099820	2
UL1 RR025764	1
11174	10
R01 CA22435	1
R01 CA083855	2
RC4A153828	1
R01 CA102776	2
CA-06-503	4
U01 CA069446	4
P01 CA16094	1
U01 CA069638	6
CA116201	9
R01 CA140323	5
R01CA140323	1
CA128978	13
R25 CA092049	16
R01-CA102776	2
RC4 CA153828	6
U10 CA101165	2
U01 CA69417	5
C5047/A8385	2
U01 CA069467	4
N02-CP-11019-50	2
C12292/A11174	17
CA 27469	1
U10 CA027469	5
R01 CA128978	31
P50 CA116201	32
CA 101165	1
U01 CA113916	3
U01 CA069631	5
U10 CA037517	5
U01 CA69398	3
R01-CA083855	2
P30 CA013696	2
N02CP65504	3
P30 CA033752	2
5U01CA113916	3
U01 CA69638	4
R01 CA149429	9
U01 CA69446	3
CA 37517	1
U01 CA69631	2
P30 CA022435	1
N02-CP-65504	2
C1287/A11990	2
U01 CA69467	3
P30 CA13696	2
P30 CA042014	15
N02CP11019	3
R01-DK-082766	1
G1001518	4
U01 HG007033	7
R01 AR059648	4
R01 AI/AR47487	1
R01-AR059073	1
P60-AR047782	1
R01-AR049880	1
R01 AR059073	1
R01 AR052658	2
K24 AR052403	2
R01-AR059648	4
U01HG04603	4
U01HG004609	8
U01 HG004609	15
U01 HG006388	17
CA093459	3
CA100264	6
CA055075	12
5P30 ES07048	1
G0800649	2
R01 HL62633-01	2
077959	1
084703	3
WT084703MA	6
059168	1
R01 HL091357	12
R01 ES014843	2
P30ES010126	2
R01DE021418	2
R01 DE011551	3
HSN268201100012C	3
R01DE11551	2
R01 DE021418	3
066786	1
R21-DE-013707	1
D43 TW06176	2
D43 TW006176	2
R01 DE008559	5
R01-DE-014581	4
U01-DE-004425	1
R37-DE-08559	3
Z99 ES999999	1
HL64753	2
U01-HG-004729	10
R01HL103866	5
U01-HG-004446	8
R01 HL053560	1
R01ES021801	5
P20HL113452	4
R01HL71862	1
HHSN268200960009C	6
HL087641	2
P01HL098055	5
R01HL103931	4
U01-HG-004424	9
RC2 HL101212	4
T32 HL007501	4
1RC2HL101212	1
G0000067	2
R24 EY019861	1
P30 EY019007	3
R01 EY021163	1
R01 HG007022	3
P30 EY014800	2
R01 EY022005	3
AG028555	4
AG08861	4
AG08724	4
R01 AG010175	10
AG 04563	2
U01 CA136792	13
CA136792	3
P01CA089392	3
U10AA008401	18
AHG006033	1
U01-CA98233	7
HL69757	8
P01 DK070756	7
5P01DK070756	1
01HG004735	1
HL35464	4
R01 CA054281	24
U01 CA063464	21
01DA013423	1
U19 HL069757	15
R01 CA040356	6
CA 40356	2
U10 AA008401-23	3
R01 MH59490	1
R01AG21593	1
R01AG20132	1
HD-062783	5
N01AG62101	16
HL055673	1
1 R01 HL80698-01	1
N01AG62103	16
N01AG62106	16
R01AG030678	1
AG 023629	2
K24 CA169004	8
U01 HG004599	15
U01 HG004609-03	1
084368	2
088791	1
088791/A/09/Z	1
084368/Z/07/Z	1
55005617	2
P01 CA034936-14A19004	1
ZIC AR041181-01	1
Z01 AR041106-13	1
Z99 AR999999	3
Z99 HG999999	5
PC30CA016772	1
Z01 AR041139-05	2
R01 ES009912-04A1	1
P01 CA034936	1
AR44422	2
R01 ES009912	1
Z01 AR041083-19	1
P01 CA034936-19A29004	1
Z01 AG000949-04	1
R01 DK078616-01A1	2
P30 DK040561-14	2
Z01 AG000675-02	2
G0700342	1
PG/09/023/26806	4
Z99 DK999999	1
ZIA DK075013-05	1
FS/10/011/27881	1
ZIA DK075013-07	1
DA-12844	1
UL1 RR025758	10
R01-HL085251	3
R01 HL094555	1
HL094555	1
K08 DK002600	2
R01 DK056918	1
R01DK056918	1
U19 GM061388	17
R01 CA080127-09	1
R01 CA80127	2
R01 CA84354	1
K22 CA130828-03	1
R25 CA092049-09	1
U19 GM061388-11	1
R01 CA138461-03	1
R01 CA084354-10	1
R25 CA092049-10	1
R25T CA92049	1
­R01-HL086694	1
­N01-HC-25195	1
­R01-HL087679	1
R01 DK075787-05	3
­R01-DK-073490	1
T32 HG000040-14	1
­N01-HC85081	1
R01-HL59367	4
R01 MH084698	3
­068545/Z/02	1
­N01-HC55016	1
U01 CA049449-21	2
­R01­HL087652	1
R01 HL087647-03	1
085235	6
N01-HC55222	4
­N01-HC85084	1
­N01-HC85080	1
­N01-HC-55019	1
G0500115	2
­MH084698	1
K99 HL094535-02	1
­N01-HC55015	1
­R01-MH63706	1
­U01-HL084756	1
R01-HL087647	3
RL1 MH083268-05	3
R01 HL059367-10	5
­U01-DK062418	1
UL1 RR025005-04	1
U01 CA098233-08	3
R01-DK075787	6
R01 CA047988-20	4
­R01-HL087700	1
CA047988	17
P30 DK046200	14
­U01-GM074518	1
­R01-AG031890	1
U01 GM074518-05	2
RC2 HG005581-02	2
HL71981	7
­WT086596/Z/08/Z	1
­U01-HG004399	1
R01 DK058845-11	4
R01-DK068336	2
R01 CA050385-20	2
R01 AG031890-02	2
R01 DK072193-05	3
­076113/B/04/Z	1
­N01-HC75150	1
­N01-HC-55022	1
­N01-HC85085	1
­N01-AG-12100	1
­091746/Z/10/Z	1
­K99HL094535	1
UL1-RR025005	9
MC_UP_A390_1107	2
R01 HL071981-07	2
­R01-HL088119	1
U01 DK062370-08	3
­1RL1-MH083268-01	1
R01 DK075681-04	2
R01 HL087679-03	3
­072960	1
­K23-DK080145	1
R01 DK056690	1
­R01-DK075681	1
R01 DK089256	32
­P30-DK072488	1
P30 DK046200-14	1
R01 CA067262-14	2
­N01-HC85086	1
R01 HG002651-05	3
­U01-HG004402	1
­N01-HC85079	1
HG005581	7
P01 CA087969-12	4
­N01-HC45133	1
­N01-HC-55021	1
RC2 HG005581	4
­N01-HC85082	1
­N01-HC35129	1
R01 DK073490-05	1
U01 HG004399-02	4
R01 MH084698-03	1
R01 MH063706-05	1
P30 DK072488-06	2
­263-MA-410953	1
G0501184	4
­R01-HL087641	1
U01-HL72515	5
­T32-HG00040	1
­N01-HC15103	1
­UL1-RR025005	1
K23-DK080145	4
­N01-HC85083	1
­U01-CA098233	1
­R01-DK075787	1
­N01-HC-55020	1
AG027841	2
HG002213	1
HG006500	1
U01 HG006500	1
T15 LM07356	2
P41 EB015922	13
T15 LM007356	2
K24 AG027841	4
R01 HG002213	3
R01 NS080655	3
R01 MH097268	3
U01 CA098233-06	2
R21 DA027021	5
R01 HL104156	9
U19 HL065962-12	1
L30 HL097675	4
R01 HL092217-04	1
R21 HL106092	1
R03 CA128034	2
C1287/8459	2
CA128034	2
U01 DD000235	2
R01 HL083141	3
AG0346760	1
DD000235	2
HL66216	1
HL83141	1
HG04735	3
P50 CA102701	10
T32 GM007739	1
P50 CA 102701	1
GM07739	1
M01 RR 000052	3
263 MD 916413	1
R01 GM069940	1
T32 HL007208	8
R00 HL098458	4
R01 HL088457	5
N02HL64275	1
UL 1RR033176	6
HL080025	2
N01AG6210	2
R01HL74104	1
R01 MH59588	7
R01 MH093500-01	2
R01 MH59586	6
R01 MH093500	6
R01 HD049847	1
RR017515	3
S10RR029392	1
HD049847	1
R01 CA092585-07	2
#5R01HL087679-02	1
G0901214	2
#089062	1
P30CA023108	1
C8216/A6129	6
WT084766/Z/08/Z	8
P30 CA023108	31
CA83115	4
C37059/A11941	2
P30 CA016520	3
A10589	2
R01 CA65558-02	1
CA133996	4
2P50CA093459	4
U01 HG005157	11
U01 HG005160	6
R01 NS045012	13
G0601325	1
095626	12
Z01 AG000015	8
G0500987	2
Z01 AG000954	9
OSRP2/1006	5
U01 NS069208	17
R01 NS039987	10
R01 NS034447	6
U01 HG005152	13
RP-PG-0606-1146	2
R01 MH083823	4
079711	1
1K23HL105897-01	1
K23 HL105897	5
R01 HL71862-06	4
R00DA023549	2
P50 CA166201	1
R01 CA133049	2
U01 HG005137	5
R01 CA132780	1
HG006265	2
DA007255	2
T32 DA007255	3
R01 HG002585	4
HG002585	1
DA024845	2
R21 DA024845	4
DA02812	2
K99 HG006265	3
R01 DA021336	4
DA021336	2
R01 DA002812	5
R00 HG006265	3
U19 HD035469-06	1
AS7462	1
P50 HD055751-03	1
U19 HD035469-10	1
U19 HD035469-09	1
U19 HD035469	1
075491/Z/04 UK	1
HD35465	1
U19 HD035469-08	1
U19 HD035469-07	1
R01NS065070	1
R01 NS075321	4
P50 NS071674	6
R56 NS037167-11A1	1
NS060113	4
NS050487	4
P30 AG019610-08	2
R01NS36711	1
R01NS060113	1
R56 NS037167	1
1I01BX000531	1
NS36630	1
R01 NS064155	1
RR02456-01	1
R01 CA141668	4
R24 MH068855-10	1
RC2 NS070276-02	1
R01 NS060113-04	1
R01 NS065070	1
M01RR00750	1
R01NS057567	1
R01NS37167	3
R01 NS024778-05	1
R01 CA141668-01	1
R21 NS050487	3
R01 NS065070-04	1
P50 NS039764-09	1
R21 NS050487-02	1
U10NS44482	1
R01 NS024778	1
R01NS064155	1
R56 NS036630-10	1
R01 NS057567-05	1
R01 CA141668-01S1	1
R01 NS060113	4
U10 NS044482	1
R56NS037167	1
R01 NS036960-11S1	1
P30 AG019610-08S1	1
P50NS39764	1
R01CA141668	3
RR025761	1
R01 NS064155-04	1
CA 90073	1
MH 068855	1
U24 AG021886-11	1
F32 CA090073	1
5U01AG01 6976	1
R56 NS036630	3
U24AG026395	4
M01 RR000750-29	1
R24 MH068855	1
R01 NS076843	2
U24 AG026395-05	2
R01 NS036630	3
U10 NS044482-09	1
HL077378	1
UL1TR000073	1
P01HL 94291	1
UL1RR025752	1
R01 AA014140	1
P01 HL077378	1
UL1 TR000073	1
P01 HL094291	1
R01 HL114794	1
P01 CA 087969	5
R01 AG014358	3
R01 137178	7
U01 CA164930	20
R01CA122364	7
P30 CA 68485	1
R01 CA60987	4
P50 CA 127003	7
R25 CA094880	10
R01CA148667	10
UM1CA167552	3
R01 CA122364	6
R37 CA54281	6
R01CA121060	1
R01 CA48998	7
P01 CA 055075	6
R37CA070867	11
CA42182	2
R01 CA63464	7
P50CA95103	1
R01CA082729	7
P50 CA136393-04	1
U01 GM061393-06	1
P30 CA014599-34	1
K08 GM089941	7
2 T35 HL07764	1
U01 GM061393-04	1
U01 GM061393-07	1
R21 CA139278	3
P30 CA014599-35	3
K08GM089941	4
K08 GM089941-02	1
T35 HL007764	1
K12 CA139160	5
P50 CA125183	13
C536/A6689	5
P30 CA14599	3
R21 CA139278-02	1
U01GM61393	9
T35 HL007764-15	1
P30 CA014599	8
R01 CA122443-06	1
P50 CA125183-04	4
U01 GM061374-03	2
U01 GM061393-05	1
A6689	1
K08 GM089941-01	4
13086	4
N01 HC095170	4
MC_PC_13041	4
MR/K018647/1	10
N01 HC095172	4
N01 HC095171	4
R01 AR056291	1
R01 HL084099	17
R21 AR056042	2
Z01 AG000954-06	3
5 R01 AA013320-04	3
P60 AA011998-11	4
HL101651	6
HL69174	2
R01 HL069116	4
HL87665	3
HL69349	2
M01RR018390	2
M01RR07122	2
RC2 HL101651	9
M01RR03186	3
HL69130	2
R01 HL091762	2
HL91762	1
R01 HL069155	3
HL69170	2
HL69149	2
UL1 RR024153	7
HL69116	2
R01 HL087665	6
R01 HL069174	4
M01 RR003186	4
R01 HL069149	3
R01 HL069170	4
R01 HL069349	3
UL1RR024992	4
HL69167	2
HL69155	2
M01 RR018390	2
HL76285	3
R01 HL069130	3
R01 HL069167	5
R01 HL076285	4
R01 CA134444	6
R01 CA134444-01A1	1
1R01CA134444	6
AA013326	6
AA013321	6
R01 DA023668	5
DA23668	2
DK079888	1
EY014684	1
R01 EY014684	6
EY014684-03S1	1
U19 CA 148065-01	1
R01 CA136924	4
P30 CA016086	11
U01 CA098216	3
U01 CA098758	17
U01-CA98710	3
U01-CA98216	3
R01 CA073629	5
CA122340	8
R01 CA077305	2
R01 CA190182	1
C1287/A12014	5
R01 CA077398	10
R01 CA132839	13
U01-CA98758	4
R01 CA122340	11
R01 CA58427	4
HL073168	3
R01 HL118266	1
DK091718	5
DK36836	2
DK046200	2
RR10600-01	1
R01 HL073168	1
CA62528-01	1
HL071981	5
S10 RR029676	2
R21 HD070177	1
RR029676-01	1
U01 HG04424	1
1R21HD070177	1
ZIA ES101074-11	1
ZIA ES101074-12	1
18474	6
MR/K002279/1	11
Z01 ES101074	1
G0900753	13
Z01-ES-101074	1
ZIA ES101074-10	1
K01 MH093731	9
K01MH093731	3
R03 HG004314-02	1
R03 HG004314	3
R01 HL095396-04	1
K23 DK083551	5
R01 DK066368	3
K23 DK083551-04	1
R01 HL068927	6
MOP 84287	1
R01 HL068927-10	2
HG-0004314	2
R01 HL068890	6
P30 DK027651-26S1	1
R01 HL68927	1
P30 DK027651	3
R01 HL068890-10	1
MOP 258916	3
R01 HL095396	5
R01 DK066368-05	1
HL59367	1
R01 AG031287	10
AG013846	1
HL7825	1
G1100616	3
AG17917	2
HL093029	8
AG15819	1
AG031287	10
T32 HL007825	1
AG20098	3
ref: 076467	2
U01 MH46289	4
U01 MH79469	4
R01 MH81800	1
U01 MH79470	4
EY012261	1
EY012279	1
EY012211	1
K08 HL097029	12
K12HL089990	5
U01 HL089897-01A1	1
G0901786	12
R01 HL075478-01	1
U01 HL089856-01A1	1
G0701127	1
P01 HL083069-01A1	2
K12 HL089990-01	1
R01 HL084323-01A2	1
K12 HL089990	9
ref: 74882	1
R01AR046838	3
5R01DK075681	2
R01 AG028288	2
F32 HL008770	1
N01-AG-1-2100	9
R01 HG004960	2
R01 HL071251	21
R01 HL085710	7
R01 HL071252	14
R01-HL-084099	9
R01HL071252	12
R01HL071205	11
5K01DK082729-02	3
K01 DK082729	4
R01HL071259	12
R01HL071251	12
R01HL071258	12
R01HL071051	13
R01HL071250	12
Z01 BC010470	1
Z01 CP010139	1
Z01 CP010139-10	1
R01 AG027224-04	2
P50 AG005133-23	2
P50AG05138	1
P50AG05134	2
P50AG005133	3
P50AG08702	2
P50AG165574	2
P50AG016579	2
P01AG05138	2
P30AG10124	2
P30AG12300	2
P50AG05142	2
P30AG13854	2
P01AG03991	4
U24AG021886	5
R01AG027224	2
P01AG02219	2
P30AG013846	9
R01AG030653	1
P30AG010133	2
P50AG05136	2
P50AG05681	2
095317	2
R01 AG030653-04	2
MC_U123160657	6
AG027224	4
R01CA131274	2
R01 AR057120	1
R01CA127219	2
R01CA055769	3
R01 CA131274	3
R01ES011740	2
R01 HL106034	1
R01 GM104411	1
TW008288	7
R01 TW008288	8
T32 HL069768	6
G1001375	4
15/SAG09977	1
BB/F022441/1	16
230374	12
R01-AG09029	3
R01-AG025259	5
R01-AG17173	1
R01 HL076285-04	1
R01 HL087665-03	1
Z01 ES043012-09	1
R01 MH062633	3
Z01 ES043012-10	2
R21 EY019086	1
R21 EY019086-01	1
R21 EY019086-02	1
1R21-EY-019086-01	1
BB/H024484/2	1
BB/H024484/1	2
U10-CA98543	2
U10 CA098413	13
R01 CA124709-05	1
U10-CA98413	1
R00 CA151869	2
R21HL089842	1
R21 HL089842-01	1
R01 HL092197	10
R01 HL086601-01	1
T32 HL007427-19	1
R21 HL089842	2
R01 HL092197-01A1	1
U01 HL075419-01	1
R01HL092197	1
U01 HL065899-01	1
R01 HD057210	1
R01 HD052473	1
084766	5
WT085235/Z/08/Z	2
ZIA AG000932-03	1
ZIA AG000932	3
74580	1
RR03655	5
44221	13
R01HL86694	3
32105-6	12
P41 RR003655	2
R01 NR008153	4
32118	4
42107-26	12
32115	13
32100-2	12
24152	13
32119	4
42129-32	12
U01 HL72518	8
32108-9	12
R01 HL087698-01	7
R01 NR08153	3
32122	13
32111-13	12
T32 HL007575	7
U54 CA116867	2
K23 HL079114	1
RC1 HL099452	1
R01 HL098283	5
RC1 HL101056	3
R01 HL102214	2
KL2 RR024132	2
P50AR055081	10
R01AG026564	10
R01AR050496	10
R01AR057049	12
R03TW008221	10
RC2DE020756	8
ZIA CP010187-05	2
U01-CA69417	3
HHSN 268201100002C	1
M01-RR-00080	1
R01-CA73629	5
Z01-AG000513	6
DAMD17-96-6071	1
RFA CA-95-011	3
UM1 CA164920	17
R01-CA63464	6
R01-CA100598	5
HHSN268200900055C	1
P50-CA58223	6
5215810-550000234	1
UL1RR025774	3
R01-CA77305	4
R01-CA100374	4
R01-HL4638	1
K23-HL-87114	1
R37-CA54281	6
N01-HD-3-3175	5
P30-ES10126	7
HL043851	6
Z01 AG000015-50	3
N01 AG62103	1
N01 AG62106	1
1R01 AG032098-01A1	1
PG/05/117	1
N01 HC-75150	1
5R01 HL087679-02	1
5R01 MH63706:02	1
1RL1 MH083268-01	1
1S10 RR163736-01A1	1
AG027058	1
AG15928	3
N01HC85239	2
HHSN2682011000010C	1
N01HC45133	1
HHSN2682011000012C	1
RR024156	3
N01HC15103	3
N01HC35129	3
AG023629	16
HHSN2682011000011C	1
U01 HG04599	1
U01 HG006389	20
AG000932-02	2
1RC2MH089951-01	4
1RC2 MH089995-01	3
U01AG009740	5
DK U01-066134	3
U24 MH068457-06	11
089062/Z/09/Z	6
R21-HL-097298	1
R21-HL-75006	1
R44 HL104885	1
R21 HL075006	1
R44 HL104885-02	1
R21 HL075006-02	1
R21 HL097298	1
R21 HL097298-02	1
WT091310,085541/Z/08/Z	1
WT089062	10
UO1-AI-34994	1
UO1-AI-34989	1
AI082630	2
R01HL076902	2
U19AI088791	1
UO1-AI-35041	3
UO1-AI-35004	1
U19 AI082630	4
UO1-AI-34993	1
U19 AI066345	4
DA12568	1
UL1-RR024996	1
UO1-AI-42590	1
UO1-AI-31834	1
U01 DA036297	5
UO1-HD-32632	1
R01 DA033541	3
UO1-AI-35042	3
R01-DA16159	1
P30 DK026743	3
R01 DA013324	5
UO1-AI-35040	3
DA04334	1
R01-DA21550	1
R01013324	1
UO1-AI-35039	3
R01 DA012568	4
UL1 TR000457	3
DA033541	2
UO1-AI-35043	3
G1001738	1
U19 AI088791	3
U01AG024904	2
UO1 AG032984	1
HG02213	1
R03 HG004946-01	1
R01 AR 057118	2
R01 AR057118	4
R01 AR 050066	6
R03 HG004946	1
ZIA AG000513-11	1
N01 WH032112	1
N01 WH042122	2
CA009330	1
N01 WH044221	3
N01 WH32115	3
HG006703	1
N01 WH042110	2
R01 HG006292	4
N01 WH032101	1
R03 HD062783	3
N01 WH042114	2
R01 HG006703	4
N01 WH032105	3
N01 WH042107	3
N01 WH042126	2
HL085251	13
ZIA AG000513-12	1
N01 WH032109	1
HL098458	1
R01 ES017794	6
N01 WH042108-011	1
HG006292	1
T32 CA009330	3
K99 HL098458	2
ZIA AG000513-10	1
N01 WH032100	2
N01 WH042121	2
N01 WH032111	2
N01 WH032122	3
N01 WH032118	3
N01 WH042130	2
ZIA AG000513-09	1
N01 WH042115	2
N01 WH042113	1
N01 WH042131	2
N01 WH042119	2
N01 WH042116	3
HL105780	1
P30 AG028740	5
N01 WH042117	2
N01 WH42124	3
N01 WH042109	2
Z01 AG000513-07	1
