PUBMEDID	Acronym	Agency	Country	GrantID
30453346	Missing Acronym	Missing Agency	Missing Country	Missing ID
29924316	HL;CA;ES;HG	NHLBI NIH HHS;NCI NIH HHS;NIEHS NIH HHS;NHGRI NIH HHS	United States	HHSN268201000007C;R01 CA060691;U19 CA203654;P30 CA022453;P30 ES006096;HHSN268200782096C;U01 CA076293;U19 CA148127
30459114	Missing Acronym	Missing Agency	Missing Country	Missing ID
30454882	Missing Acronym	Missing Agency	Missing Country	Missing ID
30188897	HL;CA	NHLBI NIH HHS;NCI NIH HHS	United States	R01 HL119577;P30 CA014599
30468137	Missing Acronym	Medical Research Council	United Kingdom	Missing ID
30745170	MRC_;Missing Acronym	Medical Research Council;Wellcome Trust	United Kingdom	MC_PC_17228;MR/S003061/1;MR/R024774/1;Missing ID;MC_PC_17217;MC_QA137853
30456828	TR;Missing Acronym;MH;ImNIH;NS;Missing Acronym	NCATS NIH HHS;David Judah Foundation;NIMH NIH HHS;Intramural NIH HHS;NINDS NIH HHS;Biological Sciences Division at the University of Chicago	United States;International	UL1 TR000430;S40024;R01 MH079487;K23 MH085057;R01 MH071507;P50 MH094267;R01 MH079488;U01 MH109539;ZIA MH002930-06;U01 MH109528;R13 MH073250;U01 NS040024;R21 MH087748;U01 MH109536;R01 MH079494;R01 NS040024;Missing ID
30412241	Missing Acronym	Missing Agency	Missing Country	Missing ID
29970889	MRC_	Medical Research Council	United Kingdom	MC_PC_17228;MC_QA137853;MC_UU_12015/2
31277774	Missing Acronym	Missing Agency	Missing Country	Missing ID
31263163	DK	NIDDK NIH HHS	United States	U01 DK078616;UM1 DK078616;R01 DK078616;K24 DK080140
31262040	Missing Acronym	Ministerio de Educación y Ciencia		SAF 2005-04738
30487263	DK;HL;ImNIH;WT_;EY;RR;TR;HG;ES;CSO_;CA;AG	NIDDK NIH HHS;NHLBI NIH HHS;Intramural NIH HHS;Wellcome Trust;NEI NIH HHS;NCRR NIH HHS;NCATS NIH HHS;NHGRI NIH HHS;NIEHS NIH HHS;Chief Scientist Office;NCI NIH HHS;NIA NIH HHS	United States;United Kingdom	R01 DK073541;N01HC95159;ZIA EY000403;HHSN268201100012C;098381;RC2 HL102419;P30 EY001792;HHSN268201100009I;HHSN268201500003C;U01 DK057304;N01HC95160;R01 DK084149;R01 DK070941;U01 HL041654;HHSN268201100010C;U01 DK057298;UL1 RR025005;U01 HL080295;N01HC95163;HHSN268201100008C;UL1 TR001079;U01 DK057295;HHSN268201100005G;U01 DK105556;HHSN268201100008I;U01 HL130114;U01 DK057300;R01 HL059367;HHSN268201100007C;HHSN268200800007C;N01HC95169;ZIA AG007380;HHSN268201100011I;ZIA EY000401;K12 EY016335;HHSN268201100011C;R01 HL086694;R01 HG006399;R01 EY012386;U01 DK057303;HHSN268201300048C;R01 EY023644;U01 HG004402;N01HC95164;N01HC55222;U01 HL041652;N02HL64278;106130;N01HC95162;N01HC85086;N01HC95168;R01 DK087914;U01 DK057249;P30 DK063491;HHSN268201100006C;HHSN268201300049C;HHSN268201700002C;R01 DK066358;HHSN268201200036C;HHSN268201800001C;HHSN268201700001I;R01 EY014684;R01 DK047487;HHSN268201100005I;HHSN268201700004I;N01HC95165;N01HC95161;HHSN268201300047C;HHSN268201300050C;U01 DK057329;090532;M01 RR007122;HHSN268201500003I;T32 ES013678;M01 RR000425;HHSN268201700005C;HHSN268201700001C;N01HC85082;N01HC75150;N01HC95167;U01 DK094157;HHSN268201700003C;HHSN268201100009C;N01HC85083;HHSN268201100005C;R01 DK053591;M01 RR000997;UL1 TR000040;Missing ID;HHSN268201300046C;HHSN268201100007I;HHSN268201700004C;HHSN268201700002I;HHSN268201700005I;U01 DK057292;Missing ID;N01CO12400;N01HC85079;N01HC95166;203141 ;R01 EY022302;R01 AG023629;R01 HL087641;UL1 TR001881;M01 RR000827;M01 RR000080;N01HC85080;HHSN268201700003I;U10 EY011753;U01 HL065520;U01 DK070657;M01 RR001346;N01HC85081;P30 DK017047
29907492	GM;MH;EB;TR;RR	NIGMS NIH HHS;NIMH NIH HHS;NIBIB NIH HHS;NCATS NIH HHS;NCRR NIH HHS	United States	P20 GM103472;R01 MH094524;R01 EB006841;UL1 TR000153;K01 MH099431;U24 RR025736;R01 EB020407;UL1 TR001414;U24 RR021992
30423114	AR;AI;HG;TR	NIAMS NIH HHS;NIAID NIH HHS;NHGRI NIH HHS;NCATS NIH HHS	United States	T32 AR069516;R37 AI024717;U01 HG008666;K01 AR060848;UL1 TR001417;P01 AR049084;P60 AR048095;UL1 TR003096;R01 AR057202;K23 AR062100
30958311	NS;TR;HD	NINDS NIH HHS;NCATS NIH HHS;NICHD NIH HHS	United States	R01 NS094388;U54 NS065712;R01 NS075764;KL2 TR002737;R01 NS043174;U54 HD090256;R01 NS075269
30108283	HL;OD	NHLBI NIH HHS	United States	R01 HL088884;S10 OD018522
30478444	MH;MRC_;DK;OD;WT_	NIMH NIH HHS;Medical Research Council;NIDDK NIH HHS;Wellcome Trust	United States;United Kingdom	R01 MH094469;R00 MH113823;MC_UU_00011/1;U01 MH109536;R01 MH101519;R01 MH107649;MC_UU_12013/4;U01 MH094432;G19/2;MR/L010305/1;K01 DK114379;S10 OD018522;G0300189;Missing ID;U01 MH109539
30392061	Missing Acronym;DE;Missing Acronym;Missing Acronym;Missing Acronym	National Human Genome Research Institute;NIDCR NIH HHS;National Institutes of Health	United States	R44-HG006981;R01 DE014899;R01-DE014899;John R. Shaffer;U01-DE018903
30450575	Missing Acronym	Missing Agency	Missing Country	Missing ID
27736895	ES;HL;WH;HG;RR;TR;DK;AG;OD	NIEHS NIH HHS;NHLBI NIH HHS;WHI NIH HHS;NHGRI NIH HHS;NCRR NIH HHS;NCATS NIH HHS;NIDDK NIH HHS;NIA NIH HHS	United States	P30 ES010126;HHSN268201100010C;N01HC95159;HHSN268201100004C;U01 HG004801;HHSN268201100012C;UL1 RR033176;HHSN268201100001I;HHSN268201100009I;N01HC95160;R01 HL071251;R01 HL071259;UL1 RR025005;N01HC95163;HHSN268201100008C;U01 HG004790;UL1 TR001079;HHSN268201100005G;HHSN268201100004I;UL1 TR000075;HHSN268201100008I;U01 HG004802;R01 HL059367;HHSN268201100007C;N01HC95169;HHSN268201100046C;HHSN268201100011I;R01 HL071250;HHSN268201100011C;R01 HL086694;HHSN268201100003C;U01 HG007376;U01 HG004402;R01 HL098077;N01HC95164;UL1 TR000124;N02HL64278;N01HC95162;N01HC95168;P50 ES015915;HHSN268201100006C;P30 DK063491;R01 HL071051;U01 HG004803;HHSN268201100005I;HHSN271201100004C;N01HC95165;N01HC95161;HHSN268201100002C;P30 DK020541;R01 HL089717;R01 HG006124;R21 HL123677;N01HC95167;HHSN268201100009C;HHSN268201100005C;R01 HL071205;S10 OD020069;HHSN268201100007I;UL1 TR000040;HHSN268201100003I;U01 HG004798;HHSN268201100002I;N01HC95166;R01 HL087641;R01 HL071258;HHSN268201100001C
30480742	Missing Acronym	Missing Agency	Missing Country	Missing ID
30410027	Missing Acronym	Missing Agency	Missing Country	Missing ID
31260374	MRC_;WT_;DH_;MRF	Medical Research Council;Wellcome Trust;Department of Health;MRF	United Kingdom	MR/K01532X/1;MC_UU 12014/2;097364/Z/11/Z;14/02/17;MC_UU_12014/1;090532/Z/09/Z;Missing ID;MRF_C0365;MR/N005953/1
30230522	Missing Acronym	Missing Agency	Missing Country	Missing ID
31055733	HD;AG	NICHD NIH HHS;NIA NIH HHS	United States	R03 HD050374;R01AG047310;P30 AG034424;P01 AG043352;R01 AG047310;P01AG043352
29563342	DK;HL;OD	NIDDK NIH HHS;NHLBI NIH HHS	United States	R01 DK106000;R01 HL103866;R01 HL126827;P01 HL076491;P20 HL113452;R01 DK108259;S10 OD016346;R01 HL130819;T32 DK007470
31164008	MRC_;Missing Acronym;MH	Medical Research Council;Intramural NIH HHS;NIMH NIH HHS	United Kingdom;United States	MC_PC_17228;Z01 MH002810;R01 MH059567;R01 MH059545;MR/L010305/1;U01 MH079469;G1000708;R01 MH085548;U01 MH109532;R01 MH059566;R01 MH059553;U01 MH109528;R01 MH061675;R01 MH059556;U01 MH046276;R01 MH059535;R01 MH059548;R01 MH067257;R01 MH060870;R01 MH081800;R01 MH059534;R01 MH059571;R01 MH059565;U01 MH109536;U01 MH079470;R01 MH059587;R01 MH059533;U01 MH109514;R00 MH101367;R01 MH059586;R01 MH059588;U01 MH046318;R01 MH119243;R01 MH060879;MC_QA137853;R01 MH060068
28330615	Missing Acronym	Missing Agency	Missing Country	Missing ID
27519822	MH;CSO_;AA;DA;DK;MRC_;Missing Acronym;Missing Acronym;RR	NIMH NIH HHS;Chief Scientist Office;NIAAA NIH HHS;NIDA NIH HHS;NIDDK NIH HHS;Medical Research Council;NCRR NIH HHS	United States;United Kingdom	R01 MH066206;CZD/16/6/4;R01 MH059542;R01 MH061686;R01 MH059552;U01 MH085520;R01 AA007535;R01 MH072802;R01 AA014041;R01 MH081802;R01 MH060912;R01 AA013326;R56 DA012854;R01 MH059541;R01 AA013321;U01 DK066134;MC_PC_U127561128;N01MH90003; G0701420;R01 DA012854;G0000647;K08 DA019951;R01 MH080403;U54 RR020278;R01 MH075131;R01 AA013320;MR/K026992/1
31155012	MH;EB;TR;RR;GM;HD	NIMH NIH HHS;NIBIB NIH HHS;NCATS NIH HHS;NCRR NIH HHS;NIGMS NIH HHS;NICHD NIH HHS	United States	R21 MH097196;R01 EB006841;UL1 TR000153;U24 RR021992;U24 RR025736;R01 EB020407;P20 GM103472;R01 MH118695;P50 HD103573;R01 MH094524
29535370	AI	NIAID NIH HHS	United States	P01 AI030731;R01 AI094019
31473137	WT_;AG;HL;MRC_	Wellcome Trust;NIA NIH HHS;NHLBI NIH HHS;Medical Research Council	United Kingdom;United States	082604/2/07/Z;R01 AG033193;R01 HL105756;U01 AG032984;503480
31092817	TR;Missing Acronym;WT_;Missing Acronym;AI;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;MRC_	NCATS NIH HHS;ZonMw (Netherlands Organisation for Health Research and Development);Wellcome Trust;Wellcome Trust (Wellcome);NIAID NIH HHS;U.S. Department of Health &amp; Human Services | U.S. Public Health Service (United States Public Health Service);RCUK | Medical Research Council (MRC)	United States;International;United Kingdom	UL1 TR001863;016.116.358;098051;Missing ID;204969/Z/16/Z;R01 AI038446;106289/Z/14/Z;R01 AI044231;916.13.078;104169/Z/14/Z;1365620;R01 AI105168;MR/R015600/1
31168069	MRC_;MH;DH_;DA;WT_;AG	Medical Research Council;NIMH NIH HHS;Department of Health;NIDA NIH HHS;Wellcome Trust;NIA NIH HHS	United Kingdom;United States	MR/K501335/1;R37 MH057881;R01 MH075916;MR/L010305/1;Missing ID;MR/S003061/1;P50 MH084053;HHSN271201300031C;Missing ID;R01 MH080405;R01 MH085542;MC_PC_17217;R01 MH097276;P01 AG002219;R01 MH093725;P50 AG005138;P50 MH066392;MR/L023784/2
31151762	CU;CX;MH	CSP VA;CSRD VA;NIMH NIH HHS	United States	CSP #575B;I01 CX001849;U01 MH109536
30223776	DC;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym	NIDCD NIH HHS;National Institute on Deafness and Other Communication Disorders;National Health and Medical Research Council;Australian Research Council	United States	R01 DC002995;DC02995;DC004698;1031119;DP0664638;241944;DP1093900;R29 DC002995
31171785	Missing Acronym	Missing Agency	Missing Country	Missing ID
31163085	CRUK_;MRC_;WT_;AICR_	Cancer Research UK;Medical Research Council;Wellcome Trust;Worldwide Cancer Research	United Kingdom	12076;G0600329;MR/R026408/1;G0600237;Missing ID;MC_UU_00007/1;MC_PC_U127527198;MC_U127527198;MR/K018647/1;12-1087;MC_UU_00007/10
31169883	Missing Acronym	Missing Agency	Missing Country	Missing ID
30604766	HD;ES;DK;MRC_;NS;BHF_;HL;TR;Missing Acronym;Missing Acronym;OD;MD	NICHD NIH HHS;NIEHS NIH HHS;NIDDK NIH HHS;Medical Research Council;NINDS NIH HHS;British Heart Foundation;NHLBI NIH HHS;NCATS NIH HHS;Wellcome Trust;NIMHD NIH HHS	United States;United Kingdom	P50 HD028138;P30 ES010126;R01 DK105124;MC_UU_00011/1;R37 NS029993;PG/17/35/33001;R21 HL123677;R01 DK113632;P30 DK116074;R21 HL140385;UL1 TR002736;R56 DK104806;R01 DK117445;Missing ID;208806/Z/17/Z;S10 OD020069;R01 MD012765
30510241	CA;DK;OD;MRC_;CRUK_;ES;HL	NCI NIH HHS;NIDDK NIH HHS;Medical Research Council;Cancer Research UK;NIEHS NIH HHS;NHLBI NIH HHS	United States;United Kingdom	P30 CA015704;K01 DK110267;P30 DK058404;U01 CA164930;U01 CA074794;R01 CA207371;P30 CA016058;K05 CA152715;S10 OD020069;MR/L01629X/1;P01 CA196569;10119;U19 CA148107;10589;R01 CA059045;R01 CA197350;10124;R35 CA197735;P30 ES010126;R01 CA204279;U10 CA037429;U01 CA182883;R01 CA160356;UG1 CA189974;R01 CA189184;U01 CA137088;K23 DK103119;U24 CA074794;R21 CA191312;U01 CA206110;P30 CA008748;10822;U01 CA167551;U01 CA185094;P30 CA014089;R01 CA081488;R01 CA143237;R01 CA201407;UM1 CA182883;HHSN268201200008I;U01 CA152756;R01 CA193677
29931343	DE;Missing Acronym;WT_;HG;MRC_	NIDCR NIH HHS;CIHR;Wellcome Trust;NHGRI NIH HHS;Medical Research Council	United States;Canada;United Kingdom	R01 DE012101;MOP-82893;R01 DE014899;201237/Z/16/Z;R01 DE009551;HHSN268200782096C;U01 DE018903;076467/Z/05/Z;Missing ID;P60 DE013076;MC_UU_12013/3;R03 DE024264;202802/Z/16/Z
29912962	DK;ES;AG;MRC_;HL;BB_;BHF_;MD;WT_;GM;CA	NIDDK NIH HHS;NIEHS NIH HHS;NIA NIH HHS;Medical Research Council;NHLBI NIH HHS;Biotechnology and Biological Sciences Research Council;British Heart Foundation;NIMHD NIH HHS;Wellcome Trust;NIGMS NIH HHS;NCI NIH HHS	United States;United Kingdom	R01 DK093757;P30 ES010126;U01 AG009740;MC_UU_12015/1;MR/L01341X/1;G0700931;R01 HL118305;U01 AG023746;MC_UU_12015/5;BB/F019394/1;SP/13/2/30111;MC_UU_12015/7;R01 DK117445;R01 DK072193;R01 AG055406;MR/K002414/1;G0601966;MC_UU_00007/10;U01 DK062370;MC_UP_1605/7;R21 HL123677;P30 DK020572;R01 MD012765;Missing ID;P20 GM121334;P01 CA196569
30239722	MRC_;DK;ERC_;Missing Acronym;WT_;RR;HL	Medical Research Council;NIDDK NIH HHS;European Research Council;Wellcome Trust;NCRR NIH HHS;NHLBI NIH HHS	United Kingdom;United States;International	MC_PC_17228;MR/M005070/1;R01 DK075787;323195;Missing ID;104150/Z/14/Z ;M01 RR000070;MC_QA137853;P30 DK020541;K01 HL127265
31497858	AG;MH;TR;NS;HG;HL;HD;OD	NIA NIH HHS;NIMH NIH HHS;NCATS NIH HHS;NINDS NIH HHS;NHGRI NIH HHS;NHLBI NIH HHS;NICHD NIH HHS	United States	P30 AG013854;P50 AG005142;R01 AG021155;P50 AG025688;R01 AG059716;T32 MH014677;TL1 TR000447;R01 NS100980;R01 AG015819;R01 AG037639;UL1 TR000445;UH3 NS100605;U01 AG046152;P30 AG010124;U01 HG006375;P30 AG066507;U01 AG058654;RF1 AG015819;R01 AG054076;R01 AG056534;P50 AG005131;R01 AG044546;P30 AG010133;U24 AG021886;P50 AG016574;P50 AG005146;R01 AG019085;U01 AG032984;RF1 AG053303;P30 AG062421;R01 AG030146;P30 AG035982;P50 AG008702;R01 NS085419;P01 AG003991;P30 AG008051;P50 AG005681;R01 HL111516;P30 AG013846;U24 AG056270;R01 AG017917;RF1 AG058501;K25 AG055620;R01 AG027161;P50 AG005136;P30 AG012300;U54 HD083211;P50 AG016573;U24 AG041689;P50 AG016570;P50 AG005134;R21 AG059941;RF1 AG027161;P30 AG008017;P30 AG010161;T32 AG000213;KL2 TR000446;P50 AG005133;U01 AG006781;S10 OD023680;P50 AG005138;K12 HD043483;RF1 AG057519;P30 AG062715;U01 HG004610;K01 AG049164;P30 AG010129;P30 AG019610;R01 AG048015;P50 AG033514;R01 AG034962;R01 AG035083;U01 AG049505
30470734	Missing Acronym;Missing Acronym	Wellcome Trust	United Kingdom	Missing ID;WT098051
30453627	DK;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;NH;Missing Acronym	NIDDK NIH HHS;Vetenskapsrådet;Hjärt-Lungfonden;Forskningsrådet om Hälsa, Arbetsliv och Välfärd;Seventh Framework Programme;ENGAGE Consortium	United States	R01 DK106236;2007-2135;20070212;2013-01586;FP7/2007-2013;P30 DK116074;5P50HD028138-27;HEALTH-F4-2007- 201413
31530798	MH;TR	NIMH NIH HHS;NCATS NIH HHS	United States	R01 MH077862;R01 MH103368;UL1 TR001863
30500874	DK	NIDDK NIH HHS	United States	R21 DK108140
31527586	CA	NCI NIH HHS	United States	U54 CA163060
28090653	CA;GM	NCI NIH HHS;NIGMS NIH HHS	United States	R01 CA142665;R37 CA036401;U10 CA098413;U24 CA114766;RC4 CA156449;P30 CA021765;U10 CA098543;R01 CA036401;U10 CA180899;P50 GM115279
29160301	MRC_;HG;CA	Medical Research Council;NHGRI NIH HHS;NCI NIH HHS	United Kingdom;United States	G0200243;U01 HG005137;R01 CA138461
30467376	Missing Acronym	Missing Agency	Missing Country	Missing ID
30488612	NH;DA;HG;MH;Missing Acronym;Missing Acronym;AA;Missing Acronym	NIH HHS;NIDA NIH HHS;NHGRI NIH HHS;NIMH NIH HHS;US Veterans Affairs Connecticut and Veterans Affairs Philadelphia Mental Illness Research, Education and Clinical Centers;VA Medical Research Service;NIAAA NIH HHS;China Scholarship Council	United States;International	P50 AA12870;RC2 DA028909;N01HG65403;R01 DA012690;K01 DA024758;R01 DA012849;R01 DA1843;R01 AA017535;R01 DA018432;Missing ID;Missing ID;R01 AA11330;R01 AA011330;R01 DA12690;R01 DA18432;Missing ID;P50 AA012870;R01 DA12849;N01-HG-65403
30482948	MH;HG;DA;AA;HD;CA;DK;TR;Missing Acronym;MRC_	NIMH NIH HHS;NHGRI NIH HHS;NIDA NIH HHS;NIAAA NIH HHS;NICHD NIH HHS;NCI NIH HHS;NIDDK NIH HHS;NCATS NIH HHS;Wellcome Trust;Medical Research Council	United States;United Kingdom	R01 MH100549;R01 MH077874;HHSN268200782096C;R01 DA016977;R01 MH063671;RC2 MH089951;R01 DA005147;RC2 DA028909;R01 DA036216;K24 DA032555;R01 DA039408;R37 AA009367;R01 AA007535;K02 DA032573;R01 DA035804;P20 AA017830;R21 DA043735;P01 HD031921;U01 HG004438;R01 MH081802;K05 AA017688;N01HG65403;R01 DA012690;R01 AA009367;R21 DA041883;P20 AA017828;RC2 MH089995;R21 AA022717;R01 DA012849;P50 AA011998;R01 MH063970;R01 HD060726;R01 AA007728;R01 DA024413;R01 DA021905;R21 DA040177;R01 DA021913;R01 HD073342;R01 AA017444;R01 HD042157;P01 CA089392;R01 DA038076;K01 DA037914;R01 DA019157;T32 AA007464;U01 DA024413;R56 DA012854;R01 AA009203;K01 AA021399;R01 MH068521;U01 DA024417;R01 DA046436;K08 DA032680;R01 AA013321;U01 DK066134;R01 DA018432;R01 HD093651;R21 AA025214;R01 DA025109;R01 HG008983;R01 DA042755;R01 DA024417;U01 HG004422;U01 MH109536;P30 DA023026;UL1 TR000135;R01 DA019963;R01 DA013423;R01 DA036583;P50 AA022537;K01 AA024152;K02 AA018755;R01 DA012845;U24 MH068457;R37 AA011408;R01 MH066140;R01 AA011330;R01 DA012854;K05 AA000145;K01 MH093731;R00 DA023549;K08 DA019951;R01 AA012502;R01 DA037904;R01 DA017305;R01 DA042620;R01 DA036523;P50 DA037844;K01 MH113848;U01 MH109532;R01 MH107649;R01 MH083094;Missing ID;R01 DA011301;U01 MH109539;R01 AA015416;R01 AA011408;U10 AA008401;P2C HD066613;R37 AA007728;R25 DA027995;U01 MH094432;R33 DA041883;R01 DA002812;R01 MH048085;R01 DA036628;R37 DA005147;P2C HD050924;K01 MH109765;R01 AA013320;P60 DA011015;R01 DA013240;P50 DA005605;MR/K026992/1;R37 AA012502
30498476	Missing Acronym	Missing Agency	Missing Country	Missing ID
30498034	Missing Acronym	Missing Agency	Missing Country	Missing ID
31417607	Missing Acronym	Missing Agency	Missing Country	Missing ID
26482880	EY	NEI NIH HHS	United States	01EY1103
28990592	BHF_;MRC_;ERC_;Missing Acronym;DK;Missing Acronym	British Heart Foundation;Medical Research Council;European Research Council;Wellcome Trust;NIDDK NIH HHS	United Kingdom;International;United States	RG/15/17/31749;MR/J012165/1;648916;088806;MC_PC_15018;MC_UU_12013/5;R01 DK103246;G9815508;MC_UU_12013/4;MC_UU_12011/4;MC_UP_A620_1017;Missing ID
28672053	Missing Acronym	Missing Agency	Missing Country	Missing ID
27964859	Missing Acronym	Missing Agency	Missing Country	Missing ID
29188820	Missing Acronym	Missing Agency	Missing Country	Missing ID
27515689	CA;MRC_;CRUK_	NCI NIH HHS;Medical Research Council;Cancer Research UK	United States;United Kingdom	K07 CA187546;MC_UU_12023/28;10588;10119;10124
28746715	MH;GM;BB_;MRC_	NIMH NIH HHS;NIGMS NIH HHS;Biotechnology and Biological Sciences Research Council;Medical Research Council	United States;United Kingdom	R01 MH100351;R01 GM104400;U01 MH109514;BB/F019394/1;MC_QA137853;MR/K026992/1
29346644	TR;EY	NCATS NIH HHS;NEI NIH HHS	United States	UL1 TR002369;R01 EY024226;N01 EY002127;R01 EY021532;R01 EY022005
29356057	CA	NCI NIH HHS	United States	R01 CA165862;U19 CA148537
28794112	HL;TR;DK	NHLBI NIH HHS;NCATS NIH HHS;NIDDK NIH HHS	United States	R01 HL120393;K24 HL105780;U01 HL120393;UL1 TR000124;R01 HL128914;P30 DK063491;R01 HL111314;UL1 TR001881;K23 HL114724;R01 HL116747;R01 HL092577;U01 HL130114;R01 HL090620;R01 HL105756
29168253	HL;WH	NHLBI NIH HHS;WHI NIH HHS	United States	HHSN268201100001I;HHSN268201100005G;HHSN268201100004I;HHSN268201100003C;HHSN268201100006C;HHSN268201100005I;HHSN268201100002C;HHSN268201100005C;HHSN268201100002I;R21 HL124260;HHSN268201100001C;HHSN268201100004C
29186428	Missing Acronym	Missing Agency	Missing Country	Missing ID
27723757	AR	NIAMS NIH HHS	United States	P30 AR057212;R01 AR039892;R01 AR045584;R01 AR056292
26503584	CRUK_;MRC_	Cancer Research UK;Medical Research Council	United Kingdom	10589;MR/L01629X/1
28892062	Missing Acronym	Missing Agency	Missing Country	Missing ID
28680059	Missing Acronym	Missing Agency	Missing Country	Missing ID
29378355	Missing Acronym	Missing Agency	Missing Country	Missing ID
29354237	Missing Acronym	Missing Agency	Missing Country	Missing ID
28445677	Missing Acronym;HG;DA;Missing Acronym	Intramural NIH HHS;NHGRI NIH HHS;NIDA NIH HHS;Wellcome Trust	United States;United Kingdom	ZIA AG000511-19;RC2 HG005552;U01 HG006513;HHSN271201100005C;Missing ID;R01 HG007022;RC2 HG005581
28500057	MRC_	Medical Research Council	United Kingdom	G1000417
28749367	HL;ES;RR;WH;HG;AG	NHLBI NIH HHS;NIEHS NIH HHS;NCRR NIH HHS;WHI NIH HHS;NHGRI NIH HHS;NIA NIH HHS	United States	HHSN268201100012C;HHSN268201100001I;HHSN268201100009I;P30 ES010126;HHSN268201100010C;UL1 RR025005;HHSN268201100008C;HHSN268201100005G;HHSN268201100004I;HHSN268201100008I;R01 HL059367;R01 ES017794;HHSN268201100007C;HHSN268201100046C;HHSN268201100011I;HHSN268201100011C;R01 HL086694;HHSN268201100003C;U01 HG004402;U01 HG004424;N02HL64278;HHSN268201100006C;HHSN268201100005I;HHSN271201100004C;HHSN268201100002C;U01 HG005157;HHSN268201100009C;HHSN268201100005C;HHSN268201100007I;HHSN268201100002I;R01 HL087641;U01 HG005152;T32 HL007055;HHSN268201100001C;HHSN268201100004C
27439200	WT_;Missing Acronym;MRC_;Missing Acronym;HL;Missing Acronym	Wellcome Trust;CIHR;Medical Research Council;NHLBI NIH HHS	United Kingdom;Canada;United States	076467;PPP – 130151;G9815508;Missing ID;R01 HL076285;74882;R01 HL087665;G0401540;MOP – 123369
28560309	GM;MH;AG	NIGMS NIH HHS;NIMH NIH HHS;NIA NIH HHS	United States	R01 GM070335;R01 MH086633;U01 AG024904
28662289	Missing Acronym	Missing Agency	Missing Country	Missing ID
28580392	HL;TR	NHLBI NIH HHS;NCATS NIH HHS	United States	R01 HL120393;U01 HL130114;U01 HL120393;N02 HL64278;UL1 TR000124;N02HL64278;R01 HL105756
28439531	AHA;DK;HL	American Heart Association-American Stroke Association;NIDDK NIH HHS;NHLBI NIH HHS	United States	14CRP18060003;P30 DK079626;R01 HL104135
28461288	HC;ES;HL;GM;MD	NHLBI NIH HHS;NIEHS NIH HHS;NIGMS NIH HHS;NIMHD NIH HHS	United States	N01 HC065234;R01 ES015794;HHSN268201300005C;K08 HL125666;K23 HL004464;R01 HL117191;K23 HL118733;N01HC65236;N01HC65235;N01 HC065237;N01HC65234;N01 HC065233;N01HC65233;T32 GM007546;N01HC65237;N01 HC065236;R01 HL117004;P60 MD006902;N01 HC065235;R01 HL079966;R21 ES024844;R01 HL088133
25337690	Missing Acronym	Missing Agency	Missing Country	Missing ID
28744025	Missing Acronym	Missing Agency	Missing Country	Missing ID
27432226	MRC_;CA;CRUK_;Missing Acronym;TR;GM	Medical Research Council;NCI NIH HHS;Cancer Research UK;CIHR;NCATS NIH HHS;NIGMS NIH HHS	United Kingdom;United States;Canada	G0501974;R01 CA092447;C12292/A11174;G1000143;C5047/A3354;Missing ID;G0401527;C5047/A15007;U19 CA148112;U19 CA148065;C1281/A12014;C536/A13086;R01 CA176785;C490/A6187;C1287/A12014 ;C5047/A7357;C1287/A10710;MR/N003284/1;P30 CA046592;C16913/A6135;C490/A10119;C536/A6689;UL1 TR001863;C5047/A10692;R00 CA184415;C490/A10124;U01 CA116167;C5047/A8384;P30 CA008748;R01 CA128978;14136;U19 CA148537;C8197/A16565;10118;C1287/A10118;P50 CA136393;13065;C1287/A10118 ;P20 GM104416
28577822	AG;RR;LM;TR;Missing Acronym	NIA NIH HHS;NCRR NIH HHS;NLM NIH HHS;NCATS NIH HHS;CIHR	United States;Canada	R01 AG040770;R01 AG019771;S10 RR027710;UL1 RR025761;R00 LM011384;K02 AG048240;P30 AG010133;K99 LM011384;U01 AG024904;UL1 TR001108;R01 AG029672;U19 AG024904;R01 LM011360;C06 RR020128;R01 AG042437;Missing ID;R36 AG053445;K01 AG049050;R01 LM012535
27132594	AA;DA	NIAAA NIH HHS;NIDA NIH HHS	United States	R37 AA009367;R01 AA011886;R01 DA024417;R37 DA005147;R01 DA013240;R01 DA005147;R01 DA036216
28540843	MH;HD	NIMH NIH HHS;NICHD NIH HHS	United States	U24 MH068457;R01 HD042157;RC2 MH089951;RC2 MH089995
29178545	DK;HL;HG;HC;TR	NIDDK NIH HHS;NHLBI NIH HHS;NHGRI NIH HHS;NCATS NIH HHS	United States	R01 DK085175;HHSN268201500003C;R01 HL067974;R01 DK106621;N01HC95160;R00 DK081350;R01 HL088451;R01 HG007112;N01 HC095167;N01HC95163;UL1 TR001079;N01HC95169;R21 DK097524;N01 HC095161;N02 HL64278;N01 HC095164;R01 HL088457;N01 HC095166;N01HC95164;UL1 TR000124;N01 HC095160;N02HL64278;R01 HL060944;N01HC95162;N01HC95168;R01 DK087914;P30 DK063491;K99 DK081350;R01 HL061019;N01HC95165;N01HC95159;N01HC95161;N01 HC095169;UL1 TR001420;N01 HC095165;HHSN268201500003I;R01 DK107904;N01HC95167;N01 HC095168;R01 DK053591;UL1 TR000040;N01 HC095163;N01HC95166;UL1 TR001881;N01 HC095162;N01 HC095159
